Date,Close,High,Low,Open,Volume,Daily_Return,Volatility,MA7,MA21
2020-01-21,622532.8125,624098.5,608810.25,615121.75,1715254273782.0,0.012205786036462829,0.01606825275221126,623953.8214285715,580296.2395833334
2020-01-22,617293.625,626083.1875,613804.9375,622412.9375,1607091469955.0,-0.008415921851508856,0.01630451254938877,623157.625,585269.556547619
2020-01-23,599645.0625,617782.25,595042.5625,617277.5625,1838248044065.0,-0.02859022316972737,0.019364846301671942,620392.4196428572,590089.9523809524
2020-01-24,602374.8125,607112.75,589636.5625,599577.4375,1740193345513.0,0.004552276289275792,0.015385839933365852,615824.2678571428,593675.5982142857
2020-01-25,596840.9375,603303.375,591732.0,601995.75,1401355746375.0,-0.009186763598287073,0.014889286016813792,610325.7946428572,596772.9702380953
2020-01-26,613184.875,613582.25,593820.3125,596595.75,1581864168398.0,0.027384075845166,0.017871567067833792,609556.8660714285,600645.431547619
2020-01-27,636606.5625,641593.25,613219.0,613219.0,2046852328192.0,0.03819677956016121,0.022965784430645435,612639.8125,604397.8869047619
2020-01-28,666709.6875,667903.9375,636508.625,636799.875,2450580310745.0,0.04728685937792232,0.02802832002719418,618950.7946428572,608169.1875
2020-01-29,664368.875,670772.625,660460.75,666629.9375,2187976071614.0,-0.0035109921812858103,0.02754319191319011,625675.8303571428,612316.2232142857
2020-01-30,680558.6875,682952.875,658255.3125,664325.1875,2317350204337.0,0.024368710078418454,0.021508024502054756,637234.9196428572,618011.4196428572
2020-01-31,668553.5,681468.5,658971.25,680510.0,2104393582428.0,-0.017640194329309744,0.025213071007079424,646689.0178571428,622240.068452381
2020-02-01,671581.1875,674902.1875,665887.25,668255.25,1853444016821.0,0.0045287138576044494,0.023468166223309335,657366.1964285715,627060.7142857143
2020-02-02,668112.75,677009.5625,659065.1875,671362.8125,2204724355910.0,-0.005164584066018052,0.024329792474545593,665213.0357142857,631191.8779761905
2020-02-03,662852.0,684760.1875,659653.375,668135.5625,2206346592799.0,-0.007874045211680225,0.022400274454719156,668962.3839285715,635326.2589285715
2020-02-04,652858.25,665545.0625,649205.6875,662803.5625,2125704294051.0,-0.015076894993150791,0.01411004684527408,666983.6071428572,636629.4077380953
2020-02-05,684379.6875,690637.5625,651634.6875,653032.6875,2507458513652.0,0.048282207508291375,0.02391516790139253,669842.2946428572,639558.5833333334
2020-02-06,693764.0625,699051.1875,679139.625,684692.6875,2683048017387.0,0.013712234847706561,0.02274956621795381,671728.7767857143,643118.7053571428
2020-02-07,700566.6875,702631.375,693493.1875,693493.1875,2468926711893.0,0.009805386827744567,0.0208956428703495,676302.0892857143,646271.7916666666
2020-02-08,705513.875,706345.625,692196.9375,700361.25,2515363881671.0,0.007061693894772958,0.020869902060560632,681149.6160714285,649613.869047619
2020-02-09,723501.875,724416.6875,704460.625,705426.3125,2560829016702.0,0.02549630933906144,0.02104700772157612,689062.3482142857,654610.75
2020-02-10,702781.3125,724707.25,698040.5625,723422.1875,2808280571000.0,-0.02863926579319509,0.025289812032619253,694766.5357142857,658789.5773809524
2020-02-11,727697.125,727156.875,692920.3125,702730.0,2683752944404.0,0.03545315172278429,0.024585945801546896,705457.8035714285,663797.4017857143
2020-02-12,736310.6875,740825.3125,727280.1875,727280.1875,3097843960238.0,0.011836741144195084,0.020015103272450735,712876.5178571428,669464.880952381
2020-02-13,728065.625,746933.25,721489.6875,736161.375,3518026733355.0,-0.011197803644538262,0.021541376929485465,717776.7410714285,675580.1458333334
2020-02-14,737593.6875,739034.75,722497.875,727864.0,3099851686858.0,0.013086818238397191,0.02164509637560362,723066.3125,682019.1398809524
2020-02-15,707359.875,739699.4375,706287.1875,737718.1875,3137531390392.0,-0.04098979290681637,0.028403300308851173,723330.0267857143,687281.9464285715
2020-02-16,710589.75,719129.25,695412.1875,707342.375,3102509594071.0,0.004566098691984655,0.02639086536229418,721485.4375,691920.2738095238
2020-02-17,691482.6875,710903.25,678785.4375,710741.875,3282410515761.0,-0.02688902070428123,0.026106142485036527,719871.3482142857,694533.4226190476
2020-02-18,726014.75,727619.875,689702.625,691560.3125,3383895918809.0,0.04993915700890206,0.029873894834542943,719631.0089285715,697357.4732142857
2020-02-19,689985.5625,730122.0,688591.8125,726143.75,3365775216511.0,-0.049625971786385836,0.03450566286153046,713013.1339285715,698577.3154761905
2020-02-20,690676.4375,690410.4375,684231.1875,689694.625,3229317556344.0,0.0010012890668273933,0.034667935833686714,707671.8214285715,699059.1130952381
2020-02-21,696334.0625,697942.375,689003.875,690914.125,2942394734316.0,0.008191426104644073,0.03424225983094191,701777.5892857143,700381.9970238095
2020-02-22,694662.0,697181.5625,690172.375,696425.0,2576306033277.0,-0.002401236116465255,0.030933552694641753,699963.6071428572,701481.0833333334
2020-02-23,713421.3125,714347.8125,694274.4375,694671.8125,2960586740983.0,0.02700494988929858,0.03285159323687735,700368.1160714285,703638.6339285715
2020-02-24,695287.375,715378.75,687787.6875,713210.5625,3248013719116.0,-0.02541827274048536,0.03264733020563254,700911.6428571428,705183.1755952381
2020-02-25,671481.8125,695472.0,668640.1875,695369.375,3055996911238.0,-0.034238450683791055,0.026677728744062892,693121.2232142857,706070.0119047619
2020-02-26,632196.0,672421.4375,623430.1875,671236.3125,3613771726795.0,-0.05850614531722709,0.028947224079141787,684865.5714285715,703585.0744047619
